case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-25010;2022-08-19;2022-08-14;2022-08-01;The email response was clear and professional.;positive;chatbot;1;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-21467;2022-05-28;2022-05-22;2022-05-01;The chatbot saved me so much time with my transaction query.;positive;email;65;5;PROMOTER;1;0;Grupo E;1;1;Grupo E;Card Issues
CASE-25899;2022-05-17;2022-05-15;2022-05-01;The phone agent didn’t listen to my complaint.;negative;chatbot;10;2;DETRACTOR;1;0;Grupo I;1;1;Grupo I;Transaction Error
CASE-15259;2024-05-11;2024-05-05;2024-05-01;The chatbot helped me with my account balance quickly.;positive;email;87;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-26703;2023-06-11;2023-06-11;2023-06-01;I received a detailed email response in less than an hour.;positive;chatbot;2;4;PROMOTER;1;1;Grupo G,Grupo F;2;2;Grupo F;Balance Inquiry
CASE-29533;2022-05-13;2022-05-08;2022-05-01;The chatbot made paying my bill so easy and fast.;positive;phone;12;4;PROMOTER;1;1;Grupo A,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-20520;2024-12-03;2024-12-01;2024-12-01;The chatbot couldn’t process my balance request.;negative;chatbot;71;2;DETRACTOR;0;0;Grupo B,Grupo F,Grupo F;2;3;Grupo F;Fraud Report
CASE-28223;2022-03-30;2022-03-27;2022-03-01;The email team provided excellent service, I’m happy!;positive;chatbot;5;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-22743;2022-12-10;2022-12-04;2022-12-01;The chatbot gave me wrong info about my account.;negative;chatbot;69;1;DETRACTOR;0;1;Grupo H,Grupo C,Grupo I,Grupo C;3;4;Grupo C;Card Issues
CASE-17873;2023-12-01;2023-11-26;2023-12-01;The email team didn’t address my issue at all.;negative;chatbot;35;1;DETRACTOR;0;0;Grupo J,Grupo F,Grupo F,Grupo F,Grupo H;3;5;Grupo H;Fraud Report
CASE-25200;2022-01-06;2022-01-02;2022-01-01;The chatbot made paying my bill so easy and fast.;positive;phone;6;5;PROMOTER;1;0;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-28639;2022-01-17;2022-01-16;2022-01-01;The chatbot guided me through my account options easily.;positive;phone;15;4;PROMOTER;1;0;Grupo H,Grupo J;2;2;Grupo J;Fees Inquiry
CASE-23939;2023-04-02;2023-04-02;2023-04-01;The email team didn’t care about my problem.;negative;chatbot;40;2;DETRACTOR;0;0;Grupo B,Grupo B,Grupo C,Grupo J,Grupo A;4;5;Grupo A;Card Issues
CASE-28958;2023-04-06;2023-04-02;2023-04-01;The email team helped me with my statement questions quickly.;positive;phone;26;4;PROMOTER;1;0;Grupo B,Grupo J;2;2;Grupo J;Payment Issues
CASE-25724;2024-01-26;2024-01-21;2024-01-01;Email support was fine, met my expectations.;neutral;phone;53;3;DETRACTOR;0;1;Grupo G,Grupo F;2;2;Grupo F;Fraud Report
CASE-19346;2023-03-11;2023-03-05;2023-03-01;The chatbot helped me track my transaction effortlessly.;positive;phone;11;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-25649;2022-05-20;2022-05-15;2022-05-01;The chatbot gave me accurate info about my account in seconds.;positive;chatbot;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-26198;2023-01-05;2023-01-01;2023-01-01;The phone team wasted my time with no solution.;negative;email;2366;1;DETRACTOR;0;0;Grupo G,Grupo G,Grupo D,Grupo B;3;4;Grupo B;Card Issues
CASE-25382;2022-02-07;2022-02-06;2022-02-01;The chatbot failed to process my payment request.;negative;phone;188;2;DETRACTOR;0;0;Grupo G,Grupo F,Grupo B,Grupo D;4;4;Grupo D;Transaction Error
CASE-17289;2022-03-08;2022-03-06;2022-03-01;The chatbot answered all my questions perfectly, amazing!;positive;chatbot;6;4;PROMOTER;1;1;Grupo F,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-17416;2023-06-13;2023-06-11;2023-06-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;chatbot;2;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-17830;2024-01-20;2024-01-14;2024-01-01;The chatbot was fast and accurate with my inquiry.;positive;phone;44;5;PROMOTER;0;1;Grupo H,Grupo H,Grupo G;2;3;Grupo G;Payment Issues
CASE-23856;2023-10-23;2023-10-22;2023-10-01;The chatbot was quick to assist with my transfer request.;positive;chatbot;1;5;PROMOTER;1;1;Grupo C,Grupo C;1;2;Grupo C;Payment Issues
CASE-15818;2024-04-01;2024-03-31;2024-04-01;I had a wonderful experience opening my account via phone.;positive;chatbot;13;5;PROMOTER;0;1;Grupo A,Grupo J,Grupo A;2;3;Grupo A;Loan Inquiry
CASE-16803;2023-07-29;2023-07-23;2023-07-01;The email team replied, but it was just okay.;neutral;phone;53;4;PROMOTER;0;1;Grupo D,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-26969;2022-01-08;2022-01-02;2022-01-01;Phone support handled my transfer request flawlessly.;positive;phone;14;5;PROMOTER;1;0;Grupo D;1;1;Grupo D;Card Issues
CASE-28183;2022-04-12;2022-04-10;2022-04-01;The chatbot handled my balance inquiry like a pro.;positive;chatbot;2;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-28151;2024-08-25;2024-08-25;2024-08-01;Email support was the worst, no effort at all.;negative;chatbot;14;1;DETRACTOR;0;0;Grupo H,Grupo C,Grupo A;3;3;Grupo A;Payment Issues
CASE-18315;2023-06-16;2023-06-11;2023-06-01;The chatbot made banking so convenient, I love it!;positive;phone;5;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-16001;2023-02-14;2023-02-12;2023-02-01;The call center staff was patient and resolved my payment issue.;positive;phone;12;4;PROMOTER;1;1;Grupo F,Grupo A,Grupo F;2;3;Grupo F;Card Issues
CASE-21830;2022-10-28;2022-10-23;2022-10-01;The chatbot failed to help with my balance inquiry.;negative;chatbot;49;1;DETRACTOR;0;0;Grupo E,Grupo F;2;2;Grupo F;Card Issues
CASE-27701;2024-07-09;2024-07-07;2024-07-01;Phone support was average, got my issue fixed.;neutral;phone;87;3;DETRACTOR;0;1;Grupo J,Grupo C,Grupo I;3;3;Grupo I;Balance Inquiry
CASE-23942;2024-09-19;2024-09-15;2024-09-01;The phone team was alright, no big deal.;neutral;phone;21;3;DETRACTOR;1;1;Grupo D;1;1;Grupo D;Login Problems
CASE-26304;2023-07-20;2023-07-16;2023-07-01;The chatbot misunderstood my loan inquiry completely.;negative;email;2928;1;DETRACTOR;0;0;Grupo I,Grupo A,Grupo F,Grupo I,Grupo A;3;5;Grupo A;Card Issues
CASE-19178;2024-02-15;2024-02-11;2024-02-01;The chatbot was a lifesaver when I needed to block my card.;positive;chatbot;3;4;PROMOTER;1;1;Grupo H,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-17544;2022-05-28;2022-05-22;2022-05-01;Phone support was excellent, they helped me with my statement.;positive;phone;30;4;PROMOTER;1;1;Grupo B,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-28462;2023-04-30;2023-04-30;2023-04-01;The email response was thorough and polite.;positive;email;442;5;PROMOTER;1;1;Grupo C,Grupo E;2;2;Grupo E;Payment Issues
CASE-20304;2022-06-14;2022-06-12;2022-06-01;Phone support was efficient and solved my problem fast.;positive;phone;14;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-19188;2022-02-06;2022-02-06;2022-02-01;The phone agent explained everything in a friendly way.;positive;chatbot;4;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-20543;2022-02-11;2022-02-06;2022-02-01;The chatbot made checking my interest rates so simple.;positive;chatbot;2;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-25895;2024-02-19;2024-02-18;2024-02-01;The email team ignored my urgent request.;negative;chatbot;54;2;DETRACTOR;0;0;Grupo A,Grupo G;2;2;Grupo G;Transaction Error
CASE-17423;2024-09-04;2024-09-01;2024-09-01;The email response was clear and professional.;positive;phone;8;5;PROMOTER;1;0;Grupo B;1;1;Grupo B;Account Setup
CASE-27204;2023-02-04;2023-01-29;2023-02-01;Phone support was quick and made my day better!;positive;chatbot;2;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Payment Issues
CASE-18449;2022-07-20;2022-07-17;2022-07-01;The phone agent was fine, nothing remarkable.;neutral;email;385;4;PROMOTER;1;0;Grupo C,Grupo I,Grupo H,Grupo E;4;4;Grupo E;Balance Inquiry
CASE-23784;2023-12-23;2023-12-17;2023-12-01;The phone team was unprofessional and unhelpful.;negative;phone;100;1;DETRACTOR;0;0;Grupo C,Grupo G;2;2;Grupo G;Transaction Error
CASE-27925;2024-07-15;2024-07-14;2024-07-01;The chatbot couldn’t handle my simple transfer request.;negative;email;3104;1;DETRACTOR;0;0;Grupo C,Grupo E,Grupo E,Grupo H;3;4;Grupo H;Card Issues
CASE-19450;2023-02-03;2023-01-29;2023-02-01;The chatbot helped me track my transaction effortlessly.;positive;email;227;4;PROMOTER;1;0;Grupo E,Grupo D;2;2;Grupo D;Card Issues
CASE-15490;2023-01-05;2023-01-01;2023-01-01;The chatbot gave me nonsense answers all the time.;negative;chatbot;76;2;DETRACTOR;0;0;Grupo C,Grupo A,Grupo I;3;3;Grupo I;Card Issues
CASE-16857;2023-12-08;2023-12-03;2023-12-01;The chatbot failed to answer my mortgage question.;negative;chatbot;13;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;General Inquiry
CASE-27725;2024-06-09;2024-06-09;2024-06-01;The agent was knowledgeable and made me feel valued.;positive;chatbot;5;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-20190;2024-10-16;2024-10-13;2024-10-01;The phone team didn’t solve my transfer problem.;negative;email;2438;2;DETRACTOR;0;0;Grupo F,Grupo C,Grupo F;2;3;Grupo F;General Inquiry
CASE-20499;2022-09-04;2022-09-04;2022-09-01;The chatbot guided me through my account options easily.;positive;email;91;4;PROMOTER;1;1;Grupo I,Grupo C;2;2;Grupo C;General Inquiry
CASE-25766;2022-10-20;2022-10-16;2022-10-01;Phone support was efficient and solved my problem fast.;positive;phone;24;4;PROMOTER;1;0;Grupo B,Grupo G;2;2;Grupo G;General Inquiry
CASE-25136;2022-03-06;2022-03-06;2022-03-01;Email support didn’t even read my message properly.;negative;chatbot;23;2;DETRACTOR;0;0;Grupo J,Grupo D,Grupo G;3;3;Grupo G;Payment Issues
CASE-18282;2023-01-22;2023-01-22;2023-01-01;The email team was decent, response was fair.;neutral;chatbot;37;3;DETRACTOR;0;1;Grupo J,Grupo G,Grupo H,Grupo C;4;4;Grupo C;Card Issues
CASE-16370;2023-11-03;2023-10-29;2023-11-01;The chatbot explained my fees so clearly, I’m impressed!;positive;email;411;5;PROMOTER;1;1;Grupo F,Grupo H,Grupo B;3;3;Grupo B;Loan Inquiry
CASE-22922;2022-05-08;2022-05-08;2022-05-01;The phone team made my experience so pleasant today.;positive;email;174;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Transaction Error
CASE-15039;2024-01-10;2024-01-07;2024-01-01;The email response was clear and professional.;positive;phone;22;5;PROMOTER;1;1;Grupo G,Grupo E;2;2;Grupo E;Payment Issues
CASE-27334;2024-08-14;2024-08-11;2024-08-01;The phone team was okay, nothing standout.;neutral;chatbot;8;3;DETRACTOR;1;1;Grupo H,Grupo C,Grupo H;2;3;Grupo H;Login Problems
CASE-27149;2024-04-08;2024-04-07;2024-04-01;Email support was spot on, they fixed my login problem quickly.;positive;email;262;4;PROMOTER;1;0;Grupo J,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-18597;2024-09-09;2024-09-08;2024-09-01;The chatbot explained my fees so clearly, I’m impressed!;positive;phone;28;5;PROMOTER;1;1;Grupo F,Grupo B;2;2;Grupo B;Login Problems
CASE-20631;2024-07-20;2024-07-14;2024-07-01;The email team ignored my urgent card issue.;negative;email;2220;2;DETRACTOR;0;0;Grupo I,Grupo E,Grupo C,Grupo B;4;4;Grupo B;Payment Issues
CASE-21771;2022-12-21;2022-12-18;2022-12-01;Phone support was slow and didn’t fix my card issue.;negative;email;1640;1;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Card Issues
CASE-28882;2022-06-13;2022-06-12;2022-06-01;The email response was late and irrelevant.;negative;phone;116;2;DETRACTOR;0;0;Grupo A,Grupo C,Grupo E;3;3;Grupo E;Loan Inquiry
CASE-29156;2025-02-20;2025-02-16;2025-02-01;The chatbot answered my loan question in seconds.;positive;email;157;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-28154;2024-02-18;2024-02-18;2024-02-01;Phone support was average, met basic needs.;neutral;phone;58;4;PROMOTER;0;0;Grupo I,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-21964;2024-11-21;2024-11-17;2024-11-01;The agent was knowledgeable and made me feel valued.;positive;phone;20;5;PROMOTER;1;1;Grupo H,Grupo E;2;2;Grupo E;Loan Inquiry
CASE-20540;2024-07-13;2024-07-07;2024-07-01;Phone support was the worst I’ve ever experienced.;negative;chatbot;57;1;DETRACTOR;0;0;Grupo G,Grupo J,Grupo A,Grupo A;3;4;Grupo A;General Inquiry
CASE-25962;2022-09-27;2022-09-25;2022-09-01;The agent was very helpful and resolved my issue quickly.;positive;phone;27;5;PROMOTER;1;1;Grupo C,Grupo C;1;2;Grupo C;Payment Issues
CASE-20030;2022-06-11;2022-06-05;2022-06-01;Phone support was a nightmare, no help at all.;negative;phone;160;1;DETRACTOR;0;1;Grupo D,Grupo E,Grupo G;3;3;Grupo G;Balance Inquiry
CASE-24335;2022-02-15;2022-02-13;2022-02-01;The email team provided excellent service, I’m happy!;positive;chatbot;2;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Transaction Error
CASE-25589;2022-11-20;2022-11-20;2022-11-01;The chatbot couldn’t help with my card replacement.;negative;chatbot;94;2;DETRACTOR;0;1;Grupo D,Grupo G,Grupo B,Grupo B;3;4;Grupo B;Payment Issues
CASE-22838;2025-02-28;2025-02-23;2025-02-01;Phone support was a nightmare, no help at all.;negative;email;2659;1;DETRACTOR;0;0;Grupo E,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-24159;2024-01-31;2024-01-28;2024-01-01;The chatbot assisted with my account setup smoothly.;positive;phone;13;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-15828;2022-01-07;2022-01-02;2022-01-01;The email team provided a clear and quick solution.;positive;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-26783;2024-12-31;2024-12-29;2024-12-01;Email support was slow and didn’t solve anything.;negative;chatbot;98;1;DETRACTOR;0;0;Grupo F,Grupo G,Grupo A,Grupo E;4;4;Grupo E;Transaction Error
CASE-28831;2024-06-25;2024-06-23;2024-06-01;Phone support handled my transfer request flawlessly.;positive;phone;6;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-17359;2024-04-01;2024-03-31;2024-04-01;I’m impressed with how fast my loan application was processed.;positive;chatbot;5;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-25943;2024-06-16;2024-06-16;2024-06-01;The phone agent helped me with my rewards program.;positive;phone;14;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-20721;2023-03-12;2023-03-12;2023-03-01;Phone support handled my transfer request flawlessly.;positive;phone;10;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-23246;2024-05-08;2024-05-05;2024-05-01;The call center staff was patient and resolved my payment issue.;positive;chatbot;7;4;PROMOTER;1;1;Grupo B,Grupo G;2;2;Grupo G;Fees Inquiry
CASE-25903;2025-01-14;2025-01-12;2025-01-01;The email response was thorough and polite.;positive;email;152;4;PROMOTER;1;1;Grupo H,Grupo I;2;2;Grupo I;Payment Issues
CASE-17536;2025-01-19;2025-01-19;2025-01-01;The phone agent was rude and didn’t solve my issue.;negative;email;2738;2;DETRACTOR;0;0;Grupo A,Grupo E;2;2;Grupo E;Login Problems
CASE-17896;2024-02-18;2024-02-18;2024-02-01;The chatbot assisted me with my card replacement smoothly.;positive;chatbot;3;4;PROMOTER;1;0;Grupo C,Grupo C;1;2;Grupo C;Payment Issues
CASE-19695;2024-11-21;2024-11-17;2024-11-01;The email team didn’t address my issue at all.;negative;chatbot;14;1;DETRACTOR;0;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-16865;2024-04-15;2024-04-14;2024-04-01;The chatbot assisted me with my fees effortlessly.;positive;phone;13;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-26267;2022-05-03;2022-05-01;2022-05-01;The email team was neutral, response was fair.;neutral;email;2617;4;PROMOTER;0;1;Grupo E,Grupo I;2;2;Grupo I;Account Setup
CASE-27709;2023-10-10;2023-10-08;2023-10-01;The chatbot guided me through my account options easily.;positive;phone;5;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-20718;2024-08-03;2024-07-28;2024-08-01;I got a fast and friendly response via email, great job!;positive;phone;7;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-29269;2022-04-08;2022-04-03;2022-04-01;The phone agent helped me set up alerts with ease.;positive;email;174;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-20924;2022-08-18;2022-08-14;2022-08-01;The phone agent helped me with my rewards program.;positive;chatbot;4;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-19586;2024-03-16;2024-03-10;2024-03-01;The chatbot made my experience so convenient!;positive;email;123;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-23174;2023-06-16;2023-06-11;2023-06-01;Email support was spot on, they fixed my login problem quickly.;positive;chatbot;5;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-24939;2023-01-05;2023-01-01;2023-01-01;The email team was courteous and efficient.;positive;email;239;4;PROMOTER;1;1;Grupo G,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-27060;2023-11-07;2023-11-05;2023-11-01;I received a detailed email response in less than an hour.;positive;phone;23;5;PROMOTER;1;1;Grupo G,Grupo A;2;2;Grupo A;Balance Inquiry
CASE-20033;2023-12-30;2023-12-24;2023-12-01;The email team ignored my urgent request.;negative;phone;91;2;DETRACTOR;0;0;Grupo E,Grupo J,Grupo G,Grupo E,Grupo F;4;5;Grupo F;Fraud Report
CASE-25702;2024-03-10;2024-03-10;2024-03-01;The chatbot made checking my interest rates so simple.;positive;phone;5;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-20860;2022-12-11;2022-12-11;2022-12-01;The chatbot gave me wrong loan terms info.;negative;chatbot;63;2;DETRACTOR;0;1;Grupo H,Grupo H,Grupo F;2;3;Grupo F;Transaction Error
CASE-18659;2024-02-08;2024-02-04;2024-02-01;The email team was neutral, response was basic.;neutral;phone;21;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Login Problems
CASE-24618;2022-08-31;2022-08-28;2022-08-01;The email response was professional and to the point.;positive;phone;35;4;PROMOTER;0;1;Grupo F,Grupo E,Grupo C;3;3;Grupo C;Card Issues
CASE-16080;2024-06-05;2024-06-02;2024-06-01;The phone service was awful, no one knew what to do.;negative;phone;273;2;DETRACTOR;0;0;Grupo C,Grupo E,Grupo J,Grupo D,Grupo I;5;5;Grupo I;Transaction Error
CASE-17220;2024-11-29;2024-11-24;2024-11-01;The phone agent didn’t understand my issue.;negative;email;3895;1;DETRACTOR;0;1;Grupo B;1;1;Grupo B;Card Issues
CASE-27650;2022-06-15;2022-06-12;2022-06-01;Email support was rude and unprofessional.;negative;chatbot;60;1;DETRACTOR;0;0;Grupo C,Grupo G,Grupo J;3;3;Grupo J;Payment Issues
CASE-18750;2022-06-10;2022-06-05;2022-06-01;The agent was very helpful and resolved my issue quickly.;positive;email;233;4;PROMOTER;1;0;Grupo J,Grupo B,Grupo J;2;3;Grupo J;Loan Inquiry
CASE-26017;2024-05-02;2024-04-28;2024-05-01;The phone agent didn’t even try to assist me.;negative;phone;57;1;DETRACTOR;0;0;Grupo J;1;1;Grupo J;Account Setup
CASE-27975;2023-05-10;2023-05-07;2023-05-01;The chatbot was fast and accurate with my inquiry.;positive;email;203;5;PROMOTER;1;0;Grupo A,Grupo F;2;2;Grupo F;Card Issues
CASE-15418;2023-07-06;2023-07-02;2023-07-01;Phone support was regular, nothing impressive.;neutral;phone;16;3;DETRACTOR;1;1;Grupo B,Grupo A;2;2;Grupo A;Transaction Error
CASE-21875;2023-10-30;2023-10-29;2023-10-01;Email support was okay, not impressive.;neutral;phone;20;3;DETRACTOR;1;0;Grupo G;1;1;Grupo G;Transaction Error
CASE-27089;2024-07-06;2024-06-30;2024-07-01;The email response was rude and incomplete.;negative;email;3218;2;DETRACTOR;0;0;Grupo A,Grupo J,Grupo J;2;3;Grupo J;Transaction Error
CASE-29708;2024-09-30;2024-09-29;2024-09-01;The service was top-notch, I’m so happy with this bank!;positive;phone;21;4;PROMOTER;1;1;Grupo A,Grupo A;1;2;Grupo A;Balance Inquiry
CASE-26403;2023-12-21;2023-12-17;2023-12-01;The chatbot was alright with my transfer query.;neutral;phone;26;4;PROMOTER;1;0;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-24633;2022-09-01;2022-08-28;2022-09-01;Email support was reliable and resolved my concern.;positive;email;149;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-19422;2023-03-29;2023-03-26;2023-03-01;The chatbot gave me nonsense answers all the time.;negative;email;2977;1;DETRACTOR;0;0;Grupo I,Grupo H,Grupo B;3;3;Grupo B;Fees Inquiry
CASE-23646;2022-12-06;2022-12-04;2022-12-01;The phone agent refused to escalate my issue.;negative;email;3531;2;DETRACTOR;0;0;Grupo F,Grupo F,Grupo E,Grupo H;3;4;Grupo H;Fraud Report
CASE-28092;2023-04-23;2023-04-23;2023-04-01;The phone agent walked me through everything step-by-step.;positive;chatbot;6;5;PROMOTER;1;1;Grupo I,Grupo A,Grupo D;3;3;Grupo D;Balance Inquiry
CASE-16259;2023-01-06;2023-01-01;2023-01-01;The chatbot made banking so convenient, I love it!;positive;chatbot;10;5;PROMOTER;1;1;Grupo C,Grupo B;2;2;Grupo B;Account Setup
CASE-19376;2023-01-09;2023-01-08;2023-01-01;The chatbot helped me with my account balance quickly.;positive;phone;7;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-24479;2025-01-02;2024-12-29;2025-01-01;The phone team was rude and hung up on me.;negative;email;4190;1;DETRACTOR;0;0;Grupo B,Grupo C,Grupo I,Grupo C,Grupo I;3;5;Grupo I;Transaction Error
CASE-19202;2022-10-26;2022-10-23;2022-10-01;Phone support handled my transfer request flawlessly.;positive;email;312;5;PROMOTER;1;1;Grupo E,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-26426;2022-07-19;2022-07-17;2022-07-01;The chatbot failed to reset my password correctly.;negative;phone;109;2;DETRACTOR;0;0;Grupo D,Grupo H;2;2;Grupo H;Card Issues
CASE-21261;2022-07-16;2022-07-10;2022-07-01;The chatbot couldn’t reset my PIN properly.;negative;phone;127;2;DETRACTOR;0;0;Grupo A,Grupo J,Grupo I;3;3;Grupo I;Balance Inquiry
CASE-21538;2023-12-05;2023-12-03;2023-12-01;The phone agent was rude and didn’t solve my issue.;negative;email;2837;2;DETRACTOR;0;0;Grupo B,Grupo C,Grupo E,Grupo B;3;4;Grupo B;Fees Inquiry
CASE-20276;2023-09-07;2023-09-03;2023-09-01;The chatbot crashed during my transaction query.;negative;phone;41;2;DETRACTOR;0;0;Grupo I,Grupo H;2;2;Grupo H;Card Issues
CASE-16940;2024-09-17;2024-09-15;2024-09-01;The chatbot was alright with my balance inquiry.;neutral;phone;21;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-15640;2023-01-17;2023-01-15;2023-01-01;Phone support was terrible, they wasted my time.;negative;phone;172;1;DETRACTOR;0;0;Grupo D,Grupo B,Grupo D,Grupo A;3;4;Grupo A;Transaction Error
CASE-21521;2022-01-24;2022-01-23;2022-01-01;Phone support was decent, no complaints really.;neutral;chatbot;19;3;DETRACTOR;0;0;Grupo I,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-22731;2024-07-19;2024-07-14;2024-07-01;The phone agent didn’t listen to my complaint.;negative;phone;213;2;DETRACTOR;0;0;Grupo B,Grupo C,Grupo I,Grupo J;4;4;Grupo J;Fraud Report
CASE-23732;2025-01-10;2025-01-05;2025-01-01;The chatbot answered my mortgage question accurately.;positive;phone;9;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-27290;2022-07-27;2022-07-24;2022-07-01;The chatbot kept crashing when I needed help.;negative;email;2702;1;DETRACTOR;0;1;Grupo C,Grupo C,Grupo B;2;3;Grupo B;Payment Issues
CASE-15732;2023-06-03;2023-05-28;2023-06-01;The chatbot answered all my questions perfectly, amazing!;positive;chatbot;1;4;PROMOTER;1;1;Grupo G,Grupo G;1;2;Grupo G;Card Issues
CASE-21256;2023-10-19;2023-10-15;2023-10-01;The email response was late and irrelevant.;negative;email;1901;1;DETRACTOR;0;0;Grupo A,Grupo A;1;2;Grupo A;Balance Inquiry
CASE-21704;2023-01-07;2023-01-01;2023-01-01;The chatbot handled my request, but it was basic.;neutral;email;2071;4;PROMOTER;0;0;Grupo H,Grupo I;2;2;Grupo I;Loan Inquiry
CASE-16876;2024-01-27;2024-01-21;2024-01-01;Email support was slow and totally useless.;negative;chatbot;74;1;DETRACTOR;0;0;Grupo J,Grupo D,Grupo I,Grupo D;3;4;Grupo D;Balance Inquiry
CASE-29461;2022-03-31;2022-03-27;2022-03-01;The chatbot was fast and accurate with my inquiry.;positive;chatbot;1;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-17061;2023-11-06;2023-11-05;2023-11-01;The phone agent was so patient with my account setup.;positive;email;157;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-28239;2023-03-05;2023-03-05;2023-03-01;The chatbot gave me irrelevant answers every time.;negative;chatbot;71;1;DETRACTOR;0;1;Grupo B,Grupo G,Grupo E;3;3;Grupo E;Card Issues
CASE-26747;2023-03-02;2023-02-26;2023-03-01;The chatbot couldn’t process my balance request.;negative;chatbot;45;2;DETRACTOR;0;0;Grupo F,Grupo B,Grupo C;3;3;Grupo C;Transaction Error
CASE-24511;2022-12-20;2022-12-18;2022-12-01;The email response was delayed and unhelpful.;negative;chatbot;62;2;DETRACTOR;0;0;Grupo G,Grupo H,Grupo H;2;3;Grupo H;Fraud Report
CASE-21433;2022-02-27;2022-02-27;2022-02-01;Email support was average, nothing special.;neutral;phone;27;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-29377;2023-12-18;2023-12-17;2023-12-01;Email support took a week to reply, ridiculous!;negative;email;1599;1;DETRACTOR;0;0;Grupo I,Grupo G,Grupo E;3;3;Grupo E;Transaction Error
CASE-22287;2022-07-28;2022-07-24;2022-07-01;The phone service was awful, no one knew what to do.;negative;email;2966;1;DETRACTOR;0;0;Grupo E,Grupo C,Grupo D,Grupo A;4;4;Grupo A;Loan Inquiry
CASE-21014;2023-07-12;2023-07-09;2023-07-01;The chatbot kept looping with no solution.;negative;email;2744;2;DETRACTOR;0;0;Grupo I,Grupo G;2;2;Grupo G;Fraud Report
